2024-04-10 21:19:59,143 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-04-10 21:19:59,164 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-04-10 21:19:59,164 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-04-10 21:19:59,165 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-04-10 21:19:59,184 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-04-10 21:19:59,184 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-04-10 21:19:59,185 INFO  SwAddin.cs: 201 - Setting up command manager
2024-04-10 21:19:59,186 INFO  SwAddin.cs: 204 - Adding command manager
2024-04-10 21:19:59,206 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-04-10 21:19:59,207 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-04-10 21:19:59,208 INFO  SwAddin.cs: 210 - Adding event handlers
2024-04-10 21:19:59,221 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-04-10 21:22:32,177 INFO  SwAddin.cs: 294 - Assembly export called for file Cobot s(1)
2024-04-10 21:22:32,178 INFO  SwAddin.cs: 299 - Save is required
2024-04-10 21:22:32,178 INFO  SwAddin.cs: 313 - Saving assembly
2024-04-10 21:22:32,179 INFO  SwAddin.cs: 316 - Opening property manager
2024-04-10 21:22:32,224 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Cobot s(1)
2024-04-10 21:22:32,247 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Cobot s(1)
2024-04-10 21:22:32,248 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Cobot s(1)
2024-04-10 21:22:32,249 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-04-10 21:22:32,250 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-04-10 21:22:32,256 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Cobot s(1).STEP-1
2024-04-10 21:22:32,262 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Cobot s(1).STEP-1
2024-04-10 21:22:32,262 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Cobot s(1).STEP-1
2024-04-10 21:22:32,262 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Cobot s(1)
2024-04-10 21:22:32,263 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Cobot s(1)
2024-04-10 21:22:32,263 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Cobot s(1)
2024-04-10 21:22:32,263 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-04-10 21:22:32,263 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-04-10 21:22:32,264 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Cobot s(1).STEP-1
2024-04-10 21:22:32,264 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Cobot s(1).STEP-1
2024-04-10 21:22:32,264 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Cobot s(1).STEP-1
2024-04-10 21:22:32,490 INFO  SwAddin.cs: 339 - Loading config tree
2024-04-10 21:22:32,493 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-04-10 21:22:32,496 INFO  SwAddin.cs: 344 - Showing property manager
2024-04-10 21:22:41,739 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-04-10 21:27:38,919 INFO  SwAddin.cs: 294 - Assembly export called for file Cobot s(1)
2024-04-10 21:27:38,920 INFO  SwAddin.cs: 299 - Save is required
2024-04-10 21:27:38,920 INFO  SwAddin.cs: 313 - Saving assembly
2024-04-10 21:27:38,920 INFO  SwAddin.cs: 316 - Opening property manager
2024-04-10 21:27:38,921 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Cobot s(1)
2024-04-10 21:27:38,921 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Cobot s(1)
2024-04-10 21:27:38,921 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Cobot s(1)
2024-04-10 21:27:38,922 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-04-10 21:27:38,922 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-04-10 21:27:38,922 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Cobot s(1).STEP-1
2024-04-10 21:27:38,922 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Cobot s(1).STEP-1
2024-04-10 21:27:38,923 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Cobot s(1).STEP-1
2024-04-10 21:27:38,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Cobot s(1)
